participant_id,condition,modality,trial_type,is_target_trial,RT_ms,hit,false_alarm,n_clicks,inter_click_ms,trial_duration_ms,source_file,Level,PlayerID,Timestamp,GameMode,final_score,Completed,success_rate,hit_rate,false_alarms,avg_inter_target_ms,"HitPositions(x,y)",failed_levels
30,Multiple,Lab,white,False,1431.9656000002396,,0.0,5.0,1128.8269749999245,5945.553399999881,30_visual_search_2026-02-07_06h26.38.028.csv,,,,,,,,,,,,
31,Multiple,Lab,red,True,1418.4792999999445,1.0,0.0,5.0,919.3956249999928,5086.68949999992,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,white,False,1869.21220000022,,0.0,5.0,1108.9077749999205,6304.687800000011,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,white,False,1810.8009000002312,,0.0,5.0,1013.3179749999499,5871.514699999807,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,white,False,1832.2269000000233,,0.0,5.0,1016.9342750000396,5909.040300000015,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,white,False,1747.161000000233,,0.0,5.0,1134.9826499999836,6289.589500000147,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,red,True,1597.9992999996284,1.0,0.0,5.0,1005.2464750000354,5622.330199999851,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,white,False,1421.0938999999598,,0.0,5.0,1033.6323999999877,5559.979300000123,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,white,False,1381.7066999999952,,0.0,5.0,997.1691250000276,5378.376599999683,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,red,True,1251.2735000000248,1.0,0.0,5.0,1119.2478499999652,5731.988999999885,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,white,False,1351.348699999562,,0.0,5.0,911.1015750000888,4998.329800000192,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,red,True,1151.267100000041,1.0,0.0,5.0,1054.9471499999754,5373.767300000054,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,white,False,2405.9699999997974,,0.0,5.0,1016.0569749999695,6470.992300000034,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,white,False,1228.5898999998608,,0.0,5.0,1498.3898000000409,7229.301700000178,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,white,False,1498.1451999997262,,0.0,5.0,1564.253825000037,7756.317299999864,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
31,Multiple,Lab,red,True,1371.4712999999392,1.0,0.0,5.0,1025.991025000053,5479.4622999997955,31_visual_search_2026-02-07_06h42.42.482.csv,,,,,,,,,,,,
32,Multiple,Lab,white,False,1751.0996000000318,,0.0,5.0,1445.381674999993,7493.717700000047,32_visual_search_2026-02-08_06h11.56.198.csv,,,,,,,,,,,,
